no;id;dist;x;time;treat;y1;y2;y3
50;25;6.25;0.4804755;1;0;8.802822;9.086123;7.669742
51;26;0;0.1681615;0;0;3.440994;4.230191;11.50672
52;26;6.5;0.1681615;1;0;8.149101;9.786148;7.299373
53;27;0;0.2208942;0;0;3.205543;2.468956;12.91598
54;27;6.75;0.2208942;1;0;7.66849;7.426896;7.124469
55;28;0;0.107107;0;0;3.930565;4.7328;11.83794
56;28;7;0.107107;1;0;8.402307;8.890117;7.090411
57;29;0;0.0598337;0;0;3.589311;1.707448;14.71893
58;29;7.25;0.0598337;1;0;8.583465;6.602228;6.499948
59;30;0;0.0409864;0;0;2.661411;2.063935;13.85326
60;30;7.5;0.0409864;1;0;8.957258;7.413593;7.224076
61;31;0;0.4224581;0;0;2.308494;2.925826;14.80418
62;31;7.75;0.4224581;1;0;8.522745;7.888602;6.816174
63;32;0;0.4969573;0;0;1.911431;4.948906;13.5543
64;32;8;0.4969573;1;0;8.576358;10.12397;7.000545
65;33;0;0.2793277;0;0;4.097087;3.911598;13.14984
66;33;8.25;0.2793277;1;0;8.347511;6.476418;4.590337
67;34;0;0.6841655;0;0;4.059647;4.925309;11.58101
68;34;8.5;0.6841655;1;0;9.029167;8.277303;6.19365
69;35;0;0.949927;0;0;3.175281;3.988082;14.16495
70;35;8.75;0.949927;1;0;8.77614;8.219994;7.562752
71;36;0;0.636104;0;0;4.333676;2.008077;13.45726
72;36;9;0.636104;1;0;8.805101;8.581876;6.5768
73;37;0;0.3628675;0;0;3.549064;3.881788;11.99726
74;37;9.25;0.3628675;1;0;7.405724;6.632561;6.14443
75;38;0;0.3077462;0;0;3.403862;3.117906;15.2568
76;38;9.5;0.3077462;1;0;8.285012;8.192864;4.413392
77;39;0;0.7376179;0;0;3.05582;2.076575;13.11658
78;39;9.75;0.7376179;1;0;7.634184;6.647831;6.055522
79;40;0;0.8236889;0;0;3.300322;3.133236;12.46774
80;40;10;0.8236889;1;0;7.954311;7.671687;5.951243
81;41;0;0.1510007;0;0;3.832153;2.410686;10.58197
82;41;10.25;0.1510007;1;0;5.57452;5.879701;4.002814
83;42;0;0.4696248;0;0;3.097253;3.090844;13.95886
84;42;10.5;0.4696248;1;0;8.416663;7.871992;4.092083
85;43;0;0.0020029;0;0;2.627314;3.031182;12.13723
86;43;10.75;0.0020029;1;0;7.891826;6.939137;5.528877
87;44;0;0.0144347;0;0;1.729599;2.537629;12.9857
88;44;11;0.0144347;1;0;5.83182;7.883992;5.181007
89;45;0;0.6941469;0;0;3.553604;3.131968;12.52102
90;45;11.25;0.6941469;1;0;8.466125;7.732988;4.80339
91;46;0;0.852179;0;0;3.677608;5.318957;13.56077
92;46;11.5;0.852179;1;0;7.571041;9.264175;5.803162
93;47;0;0.0056025;0;0;1.29134;1.947423;13.03866
94;47;11.75;0.0056025;1;0;6.015059;7.945467;4.109458
95;48;0;0.9071899;0;0;5.033788;4.893775;15.07095
96;48;12;0.9071899;1;0;7.638714;9.22467;4.711816
97;49;0;0.7249729;0;0;3.468703;3.800283;14.43721
98;49;12.25;0.7249729;1;0;7.734144;6.983387;5.09116
99;50;0;0.5712246;0;0;3.695269;2.202087;12.91735
100;50;12.5;0.5712246;1;0;6.167467;8.603314;3.625775
101;51;0;0.9195586;0;0;4.883886;3.020348;14.32262
102;51;12.75;0.9195586;1;0;8.146278;8.639497;4.722434
103;52;0;0.7706733;0;0;4.815332;3.981838;14.14429
104;52;13;0.7706733;1;0;8.573907;9.732569;4.970204
105;53;0;0.7334226;0;0;3.45799;3.752332;13.09147
106;53;13.25;0.7334226;1;0;8.299024;8.385145;5.621549
107;54;0;0.2455066;0;0;2.080445;3.879122;13.37539
108;54;13.5;0.2455066;1;0;5.741904;7.724748;5.21041
109;55;0;0.4953358;0;0;1.475312;2.888795;14.97688
110;55;13.75;0.4953358;1;0;8.011231;6.918768;3.458708
111;56;0;0.5178836;0;0;2.910929;1.717854;14.41223
112;56;14;0.5178836;1;0;7.535184;7.382795;4.167276
113;57;0;0.5481144;0;0;3.216307;3.843891;12.64338
114;57;14.25;0.5481144;1;0;5.860358;7.522151;5.302206
115;58;0;0.0576977;0;0;0.4341874;2.707926;11.6433
116;58;14.5;0.0576977;1;0;8.486551;6.955077;4.703846
117;59;0;0.7038687;0;0;3.714009;3.039767;12.27693
118;59;14.75;0.7038687;1;0;7.220773;9.069046;4.140438
119;60;0;0.752891;0;0;2.452422;4.671214;15.63482
120;60;15;0.752891;1;0;8.668303;8.466766;3.911783
121;61;0;0.030877;0;0;3.372779;3.308083;13.52596
122;61;15.25;0.030877;1;0;4.454491;7.482096;5.715347
123;62;0;0.4321469;0;0;5.678769;2.734615;14.06888
124;62;15.5;0.4321469;1;0;6.152056;7.60319;4.716044
125;63;0;0.9808435;0;0;4.451686;4.625266;12.81618
126;63;15.75;0.9808435;1;0;7.338996;8.065604;5.870531
127;64;0;0.4620144;0;0;2.829298;3.314918;13.20485
128;64;16;0.4620144;1;0;4.28061;8.241703;3.755873
129;65;0;0.7492122;0;0;2.904107;2.936221;14.18591
130;65;16.25;0.7492122;1;0;6.051197;9.327795;6.3336
131;66;0;0.5206251;0;0;2.927953;2.622475;13.88039
132;66;16.5;0.5206251;1;0;8.326146;7.407431;6.076343
133;67;0;0.4512466;0;0;5.828325;3.939389;14.15301
134;67;16.75;0.4512466;1;0;6.530264;7.292061;4.898674
135;68;0;0.2925628;0;0;2.787463;2.716316;15.20092
136;68;17;0.2925628;1;0;6.565314;6.253266;4.347188
137;69;0;0.455635;0;0;3.424615;2.371315;13.64179
138;69;17.25;0.455635;1;0;6.723516;6.605036;3.963522
139;70;0;0.978832;0;0;2.348057;2.822416;15.29683
140;70;17.5;0.978832;1;0;6.854371;4.773905;4.540954
141;71;0;0.1962888;0;0;4.025856;4.532319;12.25523
142;71;17.75;0.1962888;1;0;5.286741;7.60764;3.2279
143;72;0;0.5030155;0;0;4.331855;3.312518;13.03741
144;72;18;0.5030155;1;0;6.63226;4.971317;5.477743
145;73;0;0.3907184;0;0;4.650509;2.959441;13.52202
146;73;18.25;0.3907184;1;0;7.344727;8.201749;4.779876
147;74;0;0.2675164;0;0;2.063014;1.860923;13.21974
148;74;18.5;0.2675164;1;0;6.465841;6.568254;4.42555
149;75;0;0.9978912;0;0;5.127959;2.75002;13.22206
150;75;18.75;0.9978912;1;0;5.984507;6.237657;5.899851
151;76;0;0.2783046;0;0;2.4915;3.751659;12.4751
152;76;19;0.2783046;1;0;8.484402;7.197959;4.604194
153;77;0;0.0777219;0;0;2.56514;1.950362;12.06016
154;77;19.25;0.0777219;1;0;5.515397;5.530255;3.774118
155;78;0;0.4942308;0;0;3.185899;4.83052;14.38467
156;78;19.5;0.4942308;1;0;8.524311;5.459649;4.048793
157;79;0;0.021649;0;0;4.299882;2.645784;11.86302
158;79;19.75;0.021649;1;0;7.045171;6.706886;3.411682
159;80;0;0.0965678;0;0;2.301685;2.642794;13.6954
160;80;20;0.0965678;1;0;6.919793;7.147008;4.014751
161;81;0;0.7798143;0;0;2.572916;2.603862;12.68757
162;81;20.25;0.7798143;1;0;4.515581;4.776274;4.760735
163;82;0;0.8607381;0;0;4.375449;4.3559;12.73769
164;82;20.5;0.8607381;1;0;6.686902;4.871738;5.3447
165;83;0;0.3668239;0;0;2.58058;3.448914;13.8059
166;83;20.75;0.3668239;1;0;5.102325;3.155155;4.999355
167;84;0;0.0742468;0;0;5.081189;3.477097;14.21338
168;84;21;0.0742468;1;0;4.621115;2.636349;3.066461
169;85;0;0.6984289;0;0;4.677418;3.175733;14.53264
170;85;21.25;0.6984289;1;0;4.726511;3.80592;4.252409
171;86;0;0.6384845;0;0;3.169254;3.390446;13.09416
172;86;21.5;0.6384845;1;0;3.917762;3.661136;3.858883
173;87;0;0.618688;0;0;3.819281;1.951027;14.1124
174;87;21.75;0.618688;1;0;5.460686;3.898842;2.971473
175;88;0;0.3572945;0;0;2.357745;3.584122;13.58109
176;88;22;0.3572945;1;0;4.950997;4.882766;4.256166
177;89;0;0.9691408;0;0;4.631689;4.474965;14.93605
178;89;22.25;0.9691408;1;0;3.562216;6.204082;3.213511
179;90;0;0.2354345;0;0;3.786832;3.343366;11.53315
180;90;22.5;0.2354345;1;0;6.278481;5.858815;4.639921
181;91;0;0.3914285;0;0;3.319049;4.451181;15.04188
182;91;22.75;0.3914285;1;0;4.938612;4.989758;4.680871
183;92;0;0.4971842;0;0;2.596699;5.41048;14.5946
184;92;23;0.4971842;1;0;5.821019;2.054478;4.318677
185;93;0;0.3469353;0;0;3.668301;3.378716;11.36517
186;93;23.25;0.3469353;1;0;6.773975;4.781071;3.648235
187;94;0;0.245263;0;0;2.777586;3.153718;14.12926
188;94;23.5;0.245263;1;0;6.41743;3.883605;4.297951
189;95;0;0.4242265;0;0;2.820265;3.121554;13.15437
190;95;23.75;0.4242265;1;0;3.459847;4.966734;5.082016
191;96;0;0.1374019;0;0;3.728832;3.294714;12.8955
192;96;24;0.1374019;1;0;4.233041;1.729774;4.087508
193;97;0;0.0930018;0;0;3.198922;2.43664;13.96371
194;97;24.25;0.0930018;1;0;5.249375;2.903312;2.688116
195;98;0;0.9874507;0;0;3.452784;3.704018;12.35135
196;98;24.5;0.9874507;1;0;6.259108;5.69949;5.248802
197;99;0;0.8666475;0;0;3.779275;3.148487;12.53489
198;99;24.75;0.8666475;1;0;6.26215;5.27475;6.179154
199;100;0;0.4611785;0;0;1.869333;2.633387;14.58128
200;100;25;0.4611785;1;0;5.476223;3.638765;3.935356
201;101;0;0.7324944;0;0;4.081497;2.964378;12.05647
202;101;25.25;0.7324944;1;0;3.977834;5.862484;5.474006
203;102;0;0.7010029;0;0;5.059293;2.920972;14.31136
204;102;25.5;0.7010029;1;0;4.352176;4.407548;5.396164
205;103;0;0.2372839;0;0;3.813555;4.034025;11.84719
206;103;25.75;0.2372839;1;0;4.150243;4.551262;3.91411
207;104;0;0.1935019;0;0;4.502982;4.020589;12.99607
208;104;26;0.1935019;1;0;3.390643;5.307553;3.695999
209;105;0;0.2999541;0;0;4.273996;1.808489;12.78297
210;105;26.25;0.2999541;1;0;4.905403;5.618804;3.408487
211;106;0;0.5866803;0;0;4.579489;3.021498;13.82337
212;106;26.5;0.5866803;1;0;4.289656;5.079839;4.389198
213;107;0;0.2110834;0;0;2.126028;2.1319;13.57713
214;107;26.75;0.2110834;1;0;3.519182;4.030917;4.042617
215;108;0;0.7077263;0;0;3.459358;2.805307;13.64311
216;108;27;0.7077263;1;0;4.546618;4.579886;5.836672
217;109;0;0.8994074;0;0;3.976177;3.478725;15.11611
218;109;27.25;0.8994074;1;0;5.059493;4.988988;4.388895
219;110;0;0.3720139;0;0;6.01225;3.538261;12.65209
220;110;27.5;0.3720139;1;0;4.712519;5.872391;4.04537
221;111;0;0.4779894;0;0;3.490334;3.477804;11.6395
222;111;27.75;0.4779894;1;0;5.296402;5.607013;5.058046
223;112;0;0.718735;0;0;4.862381;3.846816;14.12057
224;112;28;0.718735;1;0;5.20835;3.464637;5.442988
225;113;0;0.2780187;0;0;3.723724;5.123707;15.68376
226;113;28.25;0.2780187;1;0;4.743346;4.636672;3.391812
227;114;0;0.425071;0;0;3.326631;4.758494;12.96706
228;114;28.5;0.425071;1;0;5.527074;3.523255;4.947861
229;115;0;0.2604935;0;0;3.351899;1.79479;12.19843
230;115;28.75;0.2604935;1;0;2.455492;2.903471;5.188061
231;116;0;0.1140656;0;0;3.90017;4.27456;12.42864
232;116;29;0.1140656;1;0;4.099272;3.378992;3.476258
233;117;0;0.9583265;0;0;5.165445;4.472561;12.68197
234;117;29.25;0.9583265;1;0;6.070044;3.686242;3.743083
235;118;0;0.1168106;0;0;2.478851;2.95426;15.59041
236;118;29.5;0.1168106;1;0;3.909407;4.790623;5.240956
237;119;0;0.0713729;0;0;3.051396;2.531927;12.25559
238;119;29.75;0.0713729;1;0;4.260079;6.476633;5.433823
239;120;0;0.771319;0;0;4.058326;4.335116;13.85429
240;120;30;0.771319;1;0;6.329625;4.972732;4.942445
241;121;0;0.2857065;0;0;2.74669;3.932173;12.51839
242;121;30.25;0.2857065;1;0;3.974613;5.57207;4.14095
243;122;0;0.1011491;0;0;3.685739;2.973214;14.24064
244;122;30.5;0.1011491;1;0;3.520842;3.6992;4.608636
245;123;0;0.8787007;0;0;4.545029;2.719619;15.08805
246;123;30.75;0.8787007;1;0;4.760967;6.489918;5.069838
247;124;0;0.8606239;0;0;3.348325;2.875753;15.15935
248;124;31;0.8606239;1;0;4.267512;6.866717;3.951076
249;125;0;0.405171;0;0;4.924444;3.821026;13.60574
250;125;31.25;0.405171;1;0;4.797077;2.755043;4.499908
251;126;0;0.9170429;0;0;4.244196;3.773867;15.46444
252;126;31.5;0.9170429;1;0;3.629518;2.411574;3.568841
253;127;0;0.3179903;0;0;4.49867;3.580015;12.62016
254;127;31.75;0.3179903;1;0;5.068902;5.027617;3.932109
255;128;0;0.1481902;0;0;3.161232;1.820431;12.56263
256;128;32;0.1481902;1;0;3.184386;3.385092;3.646547
257;129;0;0.9180853;0;0;2.325723;4.476941;13.52584
258;129;32.25;0.9180853;1;0;4.311854;2.945117;5.405208
259;130;0;0.2949594;0;0;2.771108;3.685054;15.26827
260;130;32.5;0.2949594;1;0;4.356184;5.29079;3.866876
261;131;0;0.2459989;0;0;3.671401;2.441388;13.09856
262;131;32.75;0.2459989;1;0;3.59223;3.675473;4.400458
263;132;0;0.1044471;0;0;4.040043;3.300901;12.76305
264;132;33;0.1044471;1;0;3.68983;6.437765;2.802181
265;133;0;0.2719368;0;0;4.748806;4.199518;12.67911
266;133;33.25;0.2719368;1;0;2.598693;4.804064;2.862924
267;134;0;0.6681672;0;0;4.245945;2.547093;13.65842
268;134;33.5;0.6681672;1;0;3.792691;3.878985;4.123764
269;135;0;0.9089991;0;0;3.524997;4.242836;14.28356
270;135;33.75;0.9089991;1;0;5.339907;7.08862;4.027572
271;136;0;0.9919305;0;0;3.785031;5.284094;15.01351
272;136;34;0.9919305;1;0;5.674713;4.580036;5.854747
273;137;0;0.9436617;0;0;4.118585;4.513159;13.26112
274;137;34.25;0.9436617;1;0;4.862513;5.201082;4.824048
275;138;0;0.9170586;0;0;2.977901;3.620003;13.34665
276;138;34.5;0.9170586;1;0;4.918064;3.727504;5.38473
277;139;0;0.4964904;0;0;3.606329;3.406233;13.54949
278;139;34.75;0.4964904;1;0;4.704196;4.619792;5.230795
279;140;0;0.2547438;0;0;3.524238;2.54566;13.88992
280;140;35;0.2547438;1;0;2.596935;3.703249;3.361416
281;141;0;0.4938027;0;0;3.069367;3.206327;12.88557
282;141;35.25;0.4938027;1;0;2.578858;3.991546;4.580742
283;142;0;0.3814173;0;0;3.450513;5.447804;14.32925
284;142;35.5;0.3814173;1;0;3.763306;2.798202;3.460325
285;143;0;0.8825259;0;0;3.794444;3.148389;12.2859
286;143;35.75;0.8825259;1;0;3.756791;4.815384;4.456771
287;144;0;0.1705914;0;0;3.867071;3.804285;12.56549
288;144;36;0.1705914;1;0;4.107441;4.328144;4.952086
289;145;0;0.353161;0;0;3.571066;2.944374;13.25316
290;145;36.25;0.353161;1;0;7.201514;6.440378;4.869947
291;146;0;0.5181556;0;0;5.193933;4.407411;12.8805
292;146;36.5;0.5181556;1;0;6.092619;4.97979;4.921551
293;147;0;0.2009741;0;0;4.411986;3.022264;12.85875
294;147;36.75;0.2009741;1;0;3.326201;4.024864;4.174179
295;148;0;0.6435347;0;0;4.115901;4.098689;12.68787
296;148;37;0.6435347;1;0;6.482045;5.15239;4.83312
297;149;0;0.1044357;0;0;3.663263;6.17767;13.41729
298;149;37.25;0.1044357;1;0;4.509965;2.581722;4.84514
299;150;0;0.8560691;0;0;4.59408;2.732695;12.22664
300;150;37.5;0.8560691;1;0;5.884381;4.906483;6.5101
301;151;0;0.3646806;0;0;5.786221;4.314185;11.94683
302;151;37.75;0.3646806;1;0;3.990227;4.269094;4.379405
303;152;0;0.3434409;0;0;3.451756;2.599209;14.39086
304;152;38;0.3434409;1;0;5.732438;3.700923;3.366391
305;153;0;0.7490333;0;0;3.180823;3.079046;13.41034
306;153;38.25;0.7490333;1;0;3.32422;4.000705;3.155646
307;154;0;0.090753;0;0;3.045486;3.763018;13.2004
308;154;38.5;0.090753;1;0;4.524044;2.103091;4.18706
309;155;0;0.6429313;0;0;3.818768;4.207193;14.81335
310;155;38.75;0.6429313;1;0;5.362634;4.504011;4.161924
311;156;0;0.9826771;0;0;3.765666;3.955424;12.09428
312;156;39;0.9826771;1;0;6.48779;4.305242;5.264578
313;157;0;0.1232692;0;0;3.889276;1.818608;13.06798
314;157;39.25;0.1232692;1;0;3.254669;3.357678;3.797816
315;158;0;0.0302329;0;0;2.566406;3.356996;10.56802
316;158;39.5;0.0302329;1;0;4.247913;3.225214;3.639285
317;159;0;0.282013;0;0;3.594601;4.180702;14.8365
318;159;39.75;0.282013;1;0;2.953486;4.530834;3.976584
319;160;0;0.9819692;0;0;4.591389;3.720615;13.33089
320;160;40;0.9819692;1;0;4.627525;4.34766;5.848168
321;161;0;0.7154338;0;0;4.269292;4.290377;15.29268
322;161;40.25;0.7154338;1;0;4.43367;4.940087;5.45864
323;162;0;0.0375955;0;0;2.788609;1.393919;13.68904
324;162;40.5;0.0375955;1;0;2.933816;4.440972;2.896616
325;163;0;0.2264156;0;0;2.267854;1.974872;14.143
326;163;40.75;0.2264156;1;0;4.960179;4.227754;5.180662
327;164;0;0.0633757;0;0;2.677293;2.147459;13.84817
328;164;41;0.0633757;1;0;4.709178;5.060846;3.61271
329;165;0;0.2958234;0;0;3.018425;2.95693;14.77914
330;165;41.25;0.2958234;1;0;4.634988;5.29634;4.416544
331;166;0;0.7648182;0;0;5.555668;3.127918;13.91217
332;166;41.5;0.7648182;1;0;5.801593;6.169969;4.518566
333;167;0;0.2793505;0;0;2.32869;2.338555;11.24252
334;167;41.75;0.2793505;1;0;5.177012;4.836082;4.807808
335;168;0;0.9775715;0;0;4.061703;4.902933;14.11736
336;168;42;0.9775715;1;0;5.452143;5.245687;5.269443
337;169;0;0.6256275;0;0;2.486794;5.254483;14.51528
338;169;42.25;0.6256275;1;0;5.914259;4.680121;5.553682
339;170;0;0.1660986;0;0;3.87819;3.000237;15.04792
340;170;42.5;0.1660986;1;0;3.810384;2.538544;3.643318
341;171;0;0.0578667;0;0;2.527137;3.797565;12.73415
342;171;42.75;0.0578667;1;0;3.822778;3.812057;4.665071
343;172;0;0.0931769;0;0;2.512016;3.212737;12.32491
344;172;43;0.0931769;1;0;5.524479;3.186274;5.775193
345;173;0;0.5878902;0;0;3.440517;3.612312;14.38949
346;173;43.25;0.5878902;1;0;3.529853;6.6175;5.364702
347;174;0;0.8404516;0;0;4.595407;4.13877;14.60397
348;174;43.5;0.8404516;1;0;4.270761;4.955906;5.414115
349;175;0;0.8799309;0;0;2.880973;4.378065;12.86196
350;175;43.75;0.8799309;1;0;6.258953;5.957833;4.837922
351;176;0;0.3090326;0;0;4.470159;3.346795;14.38466
352;176;44;0.3090326;1;0;4.479645;5.240556;5.432788
353;177;0;0.9266593;0;0;4.385028;3.826332;13.40354
354;177;44.25;0.9266593;1;0;5.468517;6.453613;3.726453
355;178;0;0.2899323;0;0;3.413728;3.137965;13.89016
356;178;44.5;0.2899323;1;0;6.533023;3.886002;6.230603
357;179;0;0.3392218;0;0;1.403125;4.325184;12.25412
358;179;44.75;0.3392218;1;0;3.006222;4.401721;4.982682
359;180;0;0.20548;0;0;4.319805;4.128025;14.51424
360;180;45;0.20548;1;0;4.562848;3.417321;4.906963
361;181;0;0.0597193;0;0;4.426746;2.387697;13.64695
362;181;45.25;0.0597193;1;0;4.375094;3.959499;3.298887
363;182;0;0.9662013;0;0;2.918988;3.450095;12.15466
364;182;45.5;0.9662013;1;0;5.573889;3.238007;3.34933
365;183;0;0.4394066;0;0;3.49895;2.527267;13.37187
366;183;45.75;0.4394066;1;0;3.684677;4.560162;3.515804
367;184;0;0.3305188;0;0;3.707278;1.356138;13.66435
368;184;46;0.3305188;1;0;5.306875;4.223374;4.582925
369;185;0;0.1562956;0;0;4.161459;3.895496;13.7719
370;185;46.25;0.1562956;1;0;3.669505;2.767543;3.676846
371;186;0;0.2023621;0;0;3.393174;2.36167;12.62057
372;186;46.5;0.2023621;1;0;4.323833;4.057683;4.75983
373;187;0;0.9176441;0;0;5.372386;6.210292;14.38503
374;187;46.75;0.9176441;1;0;5.145351;3.30546;5.771852
375;188;0;0.7478201;0;0;2.643903;3.530831;13.5806
376;188;47;0.7478201;1;0;5.694948;5.381956;5.207053
377;189;0;0.0399875;0;0;4.129183;2.946284;11.27656
378;189;47.25;0.0399875;1;0;4.291481;3.840204;3.491207
379;190;0;0.327087;0;0;2.699695;3.565452;13.87504
380;190;47.5;0.327087;1;0;4.20774;4.499623;4.885989
381;191;0;0.2507071;0;0;2.711252;3.622922;16.42098
382;191;47.75;0.2507071;1;0;5.21783;3.193811;4.939054
383;192;0;0.7672552;0;0;3.681756;4.137011;14.91033
384;192;48;0.7672552;1;0;4.788783;3.841806;5.059795
385;193;0;0.6447513;0;0;2.405627;3.414456;13.20894
386;193;48.25;0.6447513;1;0;4.691145;3.376914;3.621212
387;194;0;0.8047926;0;0;3.58528;2.810005;14.43766
388;194;48.5;0.8047926;1;0;5.276427;5.090809;5.305027
389;195;0;0.5872572;0;0;5.842415;4.13495;14.07104
390;195;48.75;0.5872572;1;0;4.569219;4.636176;5.554852
391;196;0;0.0306244;0;0;2.710516;3.759907;12.76245
392;196;49;0.0306244;1;0;5.858816;3.695579;3.079286
393;197;0;0.5950808;0;0;4.081112;3.538663;13.00088
394;197;49.25;0.5950808;1;0;4.95578;2.311801;4.428581
395;198;0;0.5992701;0;0;2.542282;3.775605;13.6109
396;198;49.5;0.5992701;1;0;3.797049;4.686991;5.493219
397;199;0;0.8169493;0;0;5.286722;3.645955;13.49591
398;199;49.75;0.8169493;1;0;5.533273;4.24464;3.601203
399;200;0;0.179966;0;0;3.117806;2.14233;15.22777
400;200;50;0.179966;1;0;5.629352;3.122153;4.521641
401;201;0;0.6866937;0;0;4.62577;3.339234;11.57554
402;201;50.25;0.6866937;1;0;4.52918;4.799086;4.828675
403;202;0;0.6144968;0;0;2.87506;4.353212;14.97235
404;202;50.5;0.6144968;1;0;4.517324;3.707271;4.712151
405;203;0;0.1580775;0;0;4.040676;4.10692;12.60087
406;203;50.75;0.1580775;1;0;4.466558;3.218434;3.349232
407;204;0;0.8867458;0;0;4.091211;4.070032;14.27247
408;204;51;0.8867458;1;0;4.874469;5.469961;4.122735
409;205;0;0.7581798;0;0;3.86541;1.883706;13.11186
410;205;51.25;0.7581798;1;0;4.920167;2.602585;5.036178
411;206;0;0.1552511;0;0;3.131715;2.657165;13.69421
412;206;51.5;0.1552511;1;0;4.150364;4.357143;5.238563
413;207;0;0.3064979;0;0;4.254182;2.983974;11.14572
414;207;51.75;0.3064979;1;0;4.717212;6.165245;6.107314
415;208;0;0.1733334;0;0;3.357449;1.926821;12.64602
416;208;52;0.1733334;1;0;4.429093;4.51846;3.852345
417;209;0;0.7404976;0;0;4.084334;2.688179;12.94371
418;209;52.25;0.7404976;1;0;3.767638;6.196913;3.059878
419;210;0;0.4797959;0;0;3.366407;2.21501;13.74111
420;210;52.5;0.4797959;1;0;3.281793;5.803126;5.721842
421;211;0;0.2508335;0;0;3.941806;4.297152;14.49137
422;211;52.75;0.2508335;1;0;4.634786;3.583611;6.190079
423;212;0;0.2811996;0;0;4.942534;4.808208;13.41372
424;212;53;0.2811996;1;0;5.429748;2.706604;4.590562
425;213;0;0.1033671;0;0;2.528231;3.623608;12.49108
426;213;53.25;0.1033671;1;0;3.634525;3.707911;6.081844
427;214;0;0.5586053;0;0;3.047464;2.330798;11.46018
428;214;53.5;0.5586053;1;0;5.240663;5.973261;4.866014
429;215;0;0.8878349;0;0;3.973051;5.456089;14.7089
430;215;53.75;0.8878349;1;0;3.739016;5.187265;4.706309
431;216;0;0.1427446;0;0;3.155549;3.331425;14.45108
432;216;54;0.1427446;1;0;2.424296;3.707576;5.618094
433;217;0;0.0010759;0;0;2.323198;1.642114;14.44373
434;217;54.25;0.0010759;1;0;2.362259;4.549277;5.453513
435;218;0;0.2940221;0;0;2.959701;2.986922;14.06886
436;218;54.5;0.2940221;1;0;4.416692;5.055672;2.244659
437;219;0;0.1550368;0;0;3.577151;3.274499;12.88816
438;219;54.75;0.1550368;1;0;3.385065;4.109622;4.112236
439;220;0;0.8549063;0;0;2.93692;2.286458;13.07325
440;220;55;0.8549063;1;0;3.79923;4.035135;3.531322
